,year,month,day,latitude,longitude,zon.winds,mer.winds,humidity,air temp.,s.s.temp.
6054,1992.0,1.0,19.0,-7.99,165.0,4.2,4.0,83.34918594946498,27.501514538030932,28.971240253376838
6055,1989.0,8.0,9.0,5.01,-140.0,-5.3,6.7,83.6418584591878,26.4,27.503471754745902
6056,1992.0,5.0,25.0,1.93,-125.06,-4.3,3.0,81.3202911557986,27.66,28.371661804275764
6057,1996.0,10.0,10.0,1.96,-170.0,-6.8,1.5,75.4,27.94,28.37155612782707
6058,1994.0,8.0,19.0,-4.99,165.1,-2.2,-3.3,86.5,28.0,29.311785802083364
6059,1996.0,3.0,28.0,4.91,-139.9,-4.9,-6.2,85.1,26.88,26.948132522157007
6060,1993.0,8.0,3.0,0.01,-124.4,-5.6,0.3,88.7,24.73,24.799475297996764
6061,1991.0,12.0,16.0,0.01,-110.0,-5.0,1.9,84.39566979806341,24.27,24.545477583860205
6062,1996.0,5.0,24.0,-2.15,-170.0,-5.2,-0.6,77.3,28.27,28.743815641444474
6063,1985.0,1.0,6.0,-0.03,-140.1,-7.9,0.0,90.409108017363,24.12,23.829645046918717
6064,1992.0,7.0,3.0,-8.26,-155.0,-4.1,1.3,73.0,27.73,28.815043757356012
6065,1992.0,9.0,15.0,2.12,-110.25,-3.0,5.3,77.3,24.78,25.655339218534873
6066,1994.0,6.0,20.0,-2.0,-179.9,-4.3,-2.1,75.0,28.9,29.67813777485581
6067,1994.0,6.0,23.0,5.0,-179.9,-1.2,-3.8,78.4,27.77,28.983096704848553
6068,1992.0,12.0,17.0,-0.04,-95.0,-2.9,2.0,91.0,21.25,21.285281812204026
6069,1994.0,8.0,31.0,-2.15,-170.0,-4.168061977916494,-1.144914005347573,73.2,29.78,30.207529959373893
6070,1993.0,1.0,29.0,2.0,-170.0,0.6,0.2,80.9,27.77,28.79353430131084
6071,1992.0,7.0,24.0,1.98,147.0,-3.7,4.9,82.0,27.55,29.127980470591243
6072,1990.0,8.0,22.0,5.0,-140.0,-3.7696435600618514,1.0140757175376223,83.60223136726142,26.73,27.6812619611387
6073,1992.0,10.0,4.0,-5.01,-170.0,-3.5,-2.4,79.3,28.36,29.369370733677687
6074,1992.0,11.0,5.0,0.02,165.0,-1.3,2.5,77.7,28.31,29.615958009985274
6075,1989.0,6.0,15.0,5.0,-110.06,-1.8,6.2,85.15153969684184,26.52,27.61252721505862
6076,1991.0,11.0,20.0,0.0,165.0,9.4,5.8,77.9,27.38,29.33800834646133
6077,1996.0,10.0,22.0,6.79,137.6,2.2,3.4,83.9,27.75,29.640426046828473
6078,1995.0,3.0,4.0,1.97,-140.0,-6.5,1.0,82.1,26.78,27.14031568769138
6079,1991.0,5.0,24.0,-5.0,-140.0,-7.1,-2.0,80.33761833385802,27.4,28.0645888206977
6080,1995.0,2.0,17.0,7.95,-95.0,-6.3,-2.4,84.0,27.08,27.49192635971414
6081,1992.0,3.0,19.0,-4.99,156.0,-1.3144491677388288,-0.9763632064830574,80.82450363055761,28.39,29.449012834469812
6082,1996.0,5.0,27.0,5.0,-154.9,-3.9039488673524687,-0.4986955773676982,83.4,27.52,28.391273549432334
6083,1992.0,2.0,1.0,1.98,-155.0,-4.3,-7.2,82.76369545076182,28.1,28.81711351436377
6084,1996.0,5.0,22.0,-1.99,-110.0,-4.2,3.2,83.6,24.88,25.034716391497387
6085,1980.0,11.0,19.0,0.0,-109.56,-6.0,3.6,91.52375234416434,22.56,23.002375149096977
6086,1993.0,10.0,4.0,5.0,156.0,3.2,6.1,88.3,27.16,29.01060271979466
6087,1995.0,8.0,29.0,8.0,-170.0,-3.8,-2.7,79.4,28.28,28.975262021933435
6088,1995.0,11.0,16.0,8.01,-170.0,-4.3,-1.6,80.2,28.47,29.16550473493729
6089,1989.0,2.0,3.0,1.94,-140.2,-7.6,-1.4,88.66469509494516,24.4,25.098510337249248
6090,1996.0,1.0,19.0,-0.02,-170.0,-7.1,-1.4,74.2,26.17,26.454311851530832
6091,1989.0,6.0,11.0,-0.01,-110.1,-5.0,4.1,85.9040756050398,25.02,25.412328225928682
6092,1992.0,5.0,1.0,-4.99,-155.0,-3.7,-1.6,80.1,29.1,29.800343771855196
6093,1996.0,10.0,11.0,0.02,-95.1,-2.2,4.9,90.0,19.8,21.01088666306849
6094,1987.0,9.0,3.0,5.02,-110.0,0.7,7.3,86.30073331456765,26.03,27.548549654660942
6095,1993.0,10.0,26.0,-0.03,-124.4,-4.5,1.2,90.2,23.88,24.049525648909523
6096,1996.0,12.0,15.0,5.0,-179.9,-3.4566327852729586,0.08687274651160237,83.5,28.19,29.265611861704947
6097,1995.0,9.0,27.0,5.0,156.1,2.0,-2.0,81.4,28.12,29.826922303161474
6098,1987.0,5.0,22.0,0.03,-109.9,-4.5,3.7,84.39063981055301,26.7,27.08309469408581
6099,1987.0,2.0,20.0,0.0,-110.0,-1.9,-1.5,87.28243771925099,26.34,27.09171106207718
6100,1988.0,1.0,3.0,-0.04,-139.9,-7.3,2.2,85.83962636692661,26.12,26.218337703535553
6101,1995.0,2.0,12.0,2.04,-110.1,-4.2,-1.4,86.7,27.02,27.645987326838835
6102,1994.0,9.0,5.0,-0.01,-124.44,-7.2,1.5,82.8,24.27,24.587775130152668
6103,1996.0,6.0,28.0,4.97,-109.94,1.1,2.7,67.7,26.34,28.22562213256339
6104,1987.0,2.0,12.0,-8.08,-109.94,-4.3,5.8,85.10487510454709,25.77,26.309589184339938
6105,1992.0,2.0,17.0,0.03,-155.0,-5.9,0.9,81.3,28.98,29.287539214199523
6106,1993.0,6.0,9.0,-7.98,-125.0,-5.8,-0.7,80.80475020120957,26.211163876477542,26.61503264186951
6107,1996.0,4.0,9.0,-0.31,-96.06,-3.6502830229603234,0.8584241330853217,97.5,24.31,24.326216345435245
6108,1988.0,5.0,25.0,-0.06,-109.9,-1.2,-1.3,98.26459224135931,18.94,18.835413079621684
6109,1994.0,12.0,3.0,-7.98,-95.0,-5.2,2.6,66.6,22.83,23.43865011608589
6110,1992.0,11.0,28.0,-8.27,-155.0,-4.6,-0.3,71.1,26.9,28.775654007083777
6111,1992.0,5.0,24.0,8.04,-110.06,-2.2308735112496123,0.1078418093651976,96.5,27.23,28.683049140602808
6112,1994.0,5.0,23.0,-4.99,156.0,-0.7,2.0,82.1,27.4,29.202947891731245
6113,1995.0,10.0,12.0,-0.31,-96.1,-4.5,5.0,77.6,20.66,21.88497775316414
6114,1996.0,7.0,9.0,-4.96,-110.0,-6.7,1.5,86.1,24.6,24.670158818021203
6115,1991.0,3.0,30.0,4.98,165.0,-7.5,-1.8,83.21616547224767,27.56,29.107305192265656
6116,1996.0,12.0,19.0,4.95,147.0,-0.34398492934160885,-0.11966106128903675,82.1,28.6,30.00869179338123
6117,1993.0,8.0,18.0,-0.04,-95.0,-3.7,5.4,91.48913010854642,20.4,21.04861605369014
6118,1994.0,6.0,30.0,5.0,-179.9,-5.1,-1.8,83.3,27.45,28.44713956108868
6119,1989.0,6.0,29.0,5.0,-110.06,-5.1,4.8,84.45903684546113,26.45,27.57311718283623
6120,1990.0,1.0,29.0,7.02,-140.1,-0.3,4.3,89.32779633022926,25.42,27.380099305963785
6121,1995.0,9.0,9.0,-1.99,-179.9,-6.2,-2.2,73.4,27.86,28.371855481011266
6122,1995.0,2.0,18.0,7.95,-95.0,-5.5,-2.9,84.4,26.8,27.258990484277113
6123,1995.0,10.0,14.0,-1.99,-95.0,-4.1,3.1,88.2,20.06,19.840605235179527
6124,1994.0,9.0,22.0,-4.99,-95.0,-3.8,4.8,75.3,21.58,22.072861589637238
6125,1992.0,1.0,2.0,0.03,-155.0,-7.7,-0.4,73.8,29.22,29.509072681861927
6126,1993.0,7.0,10.0,-1.98,-140.0,-4.544911281832341,0.7523585382527358,82.27096087418113,26.02,26.61593432693501
6127,1992.0,2.0,21.0,0.06,-124.44,-3.8477655572057756,-0.19696771974381022,87.1,26.8,27.408536030428735
6128,1996.0,7.0,25.0,-8.02,-95.06,-6.183871981294956,2.2083375925846553,75.6,22.45,23.264608982596553
6129,1994.0,1.0,17.0,-1.98,-155.0,-9.8,-1.2,72.0,27.757340273228124,28.05106617334642
6130,1989.0,1.0,23.0,5.22,-140.0,-5.3,2.9,88.25373945220224,25.36,25.902203421687577
6131,1993.0,6.0,29.0,2.0,-155.0,-3.2,-3.6,80.8,27.92,28.680307546571598
6132,1992.0,5.0,8.0,7.99,165.0,-5.0,-5.2,81.3,27.55,28.13457226027072
6133,1994.0,4.0,1.0,-5.01,156.0,-2.1,-1.1,75.8,28.4,29.39193879597424
6134,1990.0,11.0,12.0,0.0,-140.2,-9.5,0.3,81.6,26.02,26.09961077765003
6135,1987.0,6.0,2.0,-2.01,-109.94,-5.7,3.9,82.9275904773425,26.94,27.181543925675243
6136,1996.0,12.0,27.0,-4.99,-155.0,-3.1,-3.3,81.1,26.6,27.80218893795814
6137,1990.0,12.0,31.0,0.01,165.0,-0.8201728798875436,1.3845584219625096,81.85118538618246,26.88491760550633,29.042489658710334
6138,1994.0,9.0,22.0,-4.98,-179.9,-4.444240722418144,-0.6661890142600839,75.3,28.98,29.790339266280874
6139,1992.0,5.0,27.0,5.01,165.0,-1.186364777439941,0.4194692503366184,85.08584374861141,26.66,28.900484675580515
6140,1995.0,9.0,15.0,-0.24,-96.0,-3.1,2.2,94.5,19.4,19.19976798112164
6141,1990.0,3.0,7.0,2.0,-110.1,-3.7,0.3,86.71079787422354,25.66,26.400852061648603
6142,1992.0,2.0,4.0,5.01,165.0,-0.962515513849084,-0.6858151552050629,84.32116920456576,27.933527513647135,29.133699630427344
6143,1995.0,2.0,10.0,0.03,-140.0,-8.4,0.0,78.9,26.27,26.572154051473966
6144,1995.0,5.0,14.0,-4.96,-110.0,-5.9,1.8,75.6,26.62,26.95602316803288
6145,1995.0,12.0,25.0,-2.01,156.0,-1.1,1.9,78.68047475603407,27.260474882985733,29.4061000852066
6146,1985.0,4.0,10.0,-0.03,-140.1,-3.3,-2.9,87.16026254896144,26.31870594034379,26.869234854925917
6147,1993.0,1.0,28.0,5.0,-154.9,-4.4,3.0,79.7,27.42,28.30594490723507
6148,1989.0,1.0,25.0,7.03,-140.1,-9.5,-3.7,88.21079913678375,25.34,25.758421676294137
6149,1993.0,9.0,11.0,5.26,-124.94,-1.8,7.1,74.3,26.12,27.434377086027098
6150,1989.0,5.0,12.0,-0.16,-139.9,-4.0,0.4,85.92406940739556,25.56,25.847013912454546
6151,1994.0,1.0,3.0,4.97,147.0,-2.7,1.9,91.3,27.3,28.572991009261486
6152,1994.0,9.0,12.0,2.04,-110.1,-3.6,4.6,82.4,23.64,24.778414226358418
6153,1996.0,10.0,19.0,-2.01,-140.0,-6.5,-0.9,80.4,25.44,25.687712105856733
6154,1996.0,5.0,4.0,8.05,-125.0,-4.5,-2.2,87.7,27.66,28.08390145333992
6155,1992.0,10.0,12.0,5.05,165.0,-3.8,0.2,81.6,30.66,29.769151049120214
6156,1986.0,5.0,14.0,5.05,-110.0,-3.242444367051178,0.6171532805589948,85.15170073781815,27.56,28.47083361266846
6157,1996.0,1.0,9.0,5.38,-94.9,-4.7,-2.0,83.4,26.33,26.771497431548724
6158,1994.0,5.0,20.0,-8.01,-170.0,3.2,-0.8,81.77857386635253,26.987387594738607,29.392110772442948
6159,1996.0,3.0,30.0,-5.01,-155.0,-4.683845143564113,-0.977858970486011,81.3,27.55,28.306459386435467
6160,1996.0,4.0,25.0,2.06,-154.9,-5.1,-3.4,81.8,26.9,27.454883467172493
6161,1994.0,4.0,18.0,5.05,165.0,-4.1,-3.1,82.8,28.23,28.920627656325063
6162,1995.0,12.0,5.0,2.0,147.0,-0.8281067084661942,-0.3237753947565807,75.2,29.12,30.32111230844719
6163,1994.0,12.0,7.0,2.01,-170.0,-5.4,1.6,74.4,29.84,30.024272158482677
6164,1993.0,3.0,11.0,0.03,-140.0,-5.5,-0.7,84.27744226399966,25.88,26.212380448636676
6165,1993.0,1.0,8.0,-4.99,-110.0,-4.7,2.5,81.6,24.66,24.728677145374995
6166,1993.0,1.0,30.0,-1.99,155.9,5.3,-3.1,80.5,27.78,29.0774441230839
6167,1991.0,5.0,8.0,1.99,-140.0,-6.5,2.3,80.52310020138043,28.11,28.595675867902347
6168,1994.0,8.0,13.0,1.99,-170.0,-2.7,-3.0,78.7,28.62,29.38853827355804
6169,1992.0,3.0,23.0,8.97,-140.2,-4.290854436018947,0.6715676165367483,86.9170021895651,25.81,26.873796296497254
6170,1993.0,1.0,10.0,0.06,166.9,-2.3,0.7,84.0,27.16,29.063169888919596
6171,1988.0,12.0,16.0,-5.01,165.0,0.4,-4.8,81.4072478095618,27.56,29.227619809620947
6172,1989.0,10.0,12.0,-0.2,-124.44,-6.3,3.5,84.14216064609184,25.00058140791583,25.13151395592344
6173,1995.0,12.0,20.0,4.89,-139.9,-2.9,0.7,85.1,25.62,26.650908819531747
6174,1996.0,7.0,23.0,-5.0,165.2,-4.0,1.0,73.3,28.56,29.665159653173
6175,1990.0,6.0,23.0,7.03,-147.5,-4.0,0.0,82.85056980567276,27.9,28.674254332440995
6176,1992.0,10.0,26.0,-5.0,156.0,-3.7,6.2,76.6,28.44,29.401770774317335
6177,1995.0,7.0,25.0,-0.07,-95.06,-1.8,5.8,89.08388807490235,21.84,22.717937729011943
6178,1988.0,4.0,14.0,2.01,-140.1,-5.7,3.2,84.15913724581492,26.92,27.736002954866823
6179,1989.0,3.0,18.0,-0.03,165.0,-3.8,1.5,84.34405452976216,27.12,28.047564770188202
6180,1996.0,3.0,15.0,-2.0,-124.94,-1.6,1.6,88.6,25.98,26.49301501619898
6181,1993.0,6.0,17.0,-0.04,-170.0,-3.9,-2.2,80.7,28.58,29.23269129473766
6182,1995.0,3.0,13.0,-5.01,-139.9,-6.3,-1.0,82.1,27.7,27.847337398707673
6183,1996.0,8.0,23.0,4.91,-139.9,-5.0,5.4,82.7,26.34,27.263520506598493
6184,1995.0,6.0,29.0,4.99,-179.9,-0.9,0.9,77.0,27.25,28.715791268832827
6185,1993.0,5.0,26.0,-5.05,-124.9,-5.8,0.1,83.6,27.19,27.660788943511385
6186,1996.0,1.0,14.0,-8.01,-170.0,-5.3,-5.7,72.6,28.72,29.159180322087774
6187,1989.0,1.0,27.0,5.04,-110.0,-5.3,-0.6,88.99126188276307,25.11,25.65780092011352
6188,1992.0,7.0,26.0,0.03,164.9,-0.9519683138468835,0.13269809127700682,82.0,27.52,29.060589481744294
6189,1995.0,12.0,30.0,5.0,-155.0,-3.8203805193389684,0.9550291165720068,79.97753802681711,26.81,27.7753556363764
6190,1994.0,4.0,22.0,-2.01,-124.9,-3.7,-4.9,89.3,26.36,26.915796389167607
6191,1996.0,9.0,16.0,2.1,-110.44,-3.6,6.2,82.1,23.8,25.04812209940661
6192,1995.0,2.0,27.0,1.99,165.0,0.1,-4.9,89.4,25.98,28.935129486913457
6193,1995.0,12.0,12.0,8.05,-94.94,-2.800834747520348,0.8410076384980414,84.0,27.08,27.899627269804498
6194,1991.0,6.0,10.0,4.99,165.0,-4.1,-0.6,82.38620501277933,27.94,29.30575323733079
6195,1991.0,1.0,22.0,8.07,165.0,-0.7062447967548948,-0.5788140722656578,83.2,27.83,28.83032191076346
6196,1996.0,2.0,6.0,-8.06,-109.94,-4.4,2.6,79.3,25.2,25.75701698254876
6197,1990.0,1.0,18.0,-0.01,165.0,5.7,1.5,85.91055721783312,27.9,29.449418576083108
6198,1993.0,10.0,14.0,1.96,-141.0,-4.105500896750584,1.1562933209478956,81.84230326235149,26.19,27.11773224965558
6199,1990.0,9.0,6.0,0.0,-139.9,-5.7,0.1,84.1,24.72,25.007572285867425
6200,1992.0,1.0,5.0,-2.04,-124.9,-6.9,1.1,76.2,26.77,27.013609387440034
6201,1994.0,9.0,6.0,5.03,165.0,2.8,-2.4,87.5,27.12,29.195705966827894
6202,1987.0,3.0,31.0,-0.01,-109.94,3.3,-0.7,88.79438194492354,25.97,26.748374282030476
6203,1993.0,10.0,20.0,-2.01,-140.0,-7.5,1.9,78.8,26.2,26.487620162987678
6204,1994.0,7.0,17.0,8.12,-124.94,1.9,2.9,85.7,26.0,28.000745576289482
6205,1992.0,11.0,13.0,-1.97,-140.0,-6.0,-1.3,88.7,25.19,25.2975759708663
6206,1993.0,4.0,30.0,9.0,-140.2,-7.1,-7.4,81.9,27.11,27.60747812708739
6207,1996.0,8.0,11.0,1.99,165.0,-0.6,-2.2,70.9,27.8,29.376818595321
6208,1991.0,2.0,3.0,0.02,165.0,-1.269343512019013,-0.5189286234515578,84.00458651250551,27.63714487197123,29.125704111158765
6209,1993.0,5.0,9.0,5.02,-110.0,0.6,1.4,82.3,28.19,29.235674473731788
6210,1993.0,1.0,19.0,-0.02,-124.4,-7.7,-1.1,83.0,24.2,24.450712958067058
6211,1995.0,6.0,7.0,-5.02,-95.1,-5.0,2.1,82.4,24.56,24.89346325551154
6212,1990.0,11.0,23.0,4.99,-110.0,-1.4,7.1,84.5455555533008,25.55,26.923673234963292
6213,1995.0,8.0,31.0,1.98,-125.1,-6.3,3.4,84.3,22.81,23.484335980988188
6214,1988.0,7.0,29.0,0.15,-124.4,-5.7,1.1,92.48233874135099,21.12,21.05273174797048
6215,1991.0,1.0,10.0,5.0,-110.0,-1.9,5.9,89.28308453715533,24.66,26.68256622658118
6216,1983.0,10.0,23.0,-0.09,-140.2,-6.4,-0.5,87.84909488316464,24.4,24.610111926278254
6217,1994.0,4.0,27.0,-5.01,156.0,-5.2,0.9,81.1,28.4,29.28657594615354
6218,1996.0,12.0,23.0,4.99,-154.9,-7.7,3.3,79.1,27.2,27.8171435929581
6219,1988.0,3.0,13.0,-0.04,164.9,-1.2177648295490116,0.1795847087934419,85.38401138604388,27.238899245676066,28.335918299347938
6220,1994.0,9.0,19.0,-0.01,-94.94,-1.9,3.7,90.4,20.2,20.453414805047935
6221,1994.0,9.0,10.0,-2.09,-124.9,-4.7,0.9,89.9,23.44,23.438192073816875
6222,1993.0,10.0,30.0,2.0,-179.9,-3.623498474075376,0.00802606435809139,82.4,28.4,29.318847269189455
6223,1995.0,4.0,20.0,4.99,156.0,-5.4,-3.9,75.9,28.48,29.23116385817103
6224,1992.0,12.0,17.0,0.01,-155.0,-6.1,-1.2,81.1,26.62,26.949085711609367
6225,1992.0,2.0,20.0,-4.99,-110.0,-5.4,0.9,76.6,26.891055323065785,27.169740201557076
6226,1991.0,12.0,11.0,2.03,-110.06,-5.4,3.9,83.2,25.48,26.37049559583152
6227,1996.0,2.0,25.0,7.99,156.0,-7.1,-6.0,83.0,27.16,28.48425562969989
6228,1988.0,11.0,8.0,5.01,165.0,-5.4,2.7,81.39922273630862,27.77,28.846221992835435
6229,1988.0,12.0,18.0,0.01,-169.5,-8.3,0.7,82.92795416687295,25.36,25.35395085417705
6230,1992.0,9.0,17.0,1.98,147.0,-1.1,0.3,76.6,28.19,29.39505140480485
6231,1993.0,8.0,8.0,5.05,165.0,-2.3,4.2,86.7,27.66,29.24898948352581
6232,1995.0,8.0,11.0,5.03,165.0,-2.2,-0.8,80.70771072342995,27.88,29.456939319537522
6233,1993.0,11.0,8.0,9.0,-140.2,-0.8,-2.9,88.0,26.23,28.30940869344456
6234,1989.0,2.0,13.0,5.25,-140.0,-4.7,2.1,89.25115753287298,24.72,25.205467782092573
6235,1995.0,6.0,4.0,-7.98,-125.0,-5.992202096362831,-0.2568086813187165,61.9,27.17,27.632574544469765
6236,1981.0,8.0,5.0,-0.02,-94.94,-3.8,3.5,97.78016825050838,19.62,19.76594321740073
6237,1995.0,4.0,2.0,0.0,147.0,-1.6218660196740018,-0.4696182542053009,82.31988790686648,27.19,29.07394182067648
6238,1996.0,11.0,17.0,-4.99,165.2,-1.1951966054231633,0.16175152133109805,77.90067021190418,27.42334181863896,29.358429643462966
6239,1988.0,4.0,11.0,-0.05,165.0,-1.1742859700179906,0.3457730892151858,85.12931354170053,27.176764207243735,28.47542866723193
6240,1994.0,4.0,22.0,5.01,156.0,-0.8699942679651969,-0.9398184554757734,80.1,28.55,29.593329291344514
6241,1995.0,8.0,8.0,0.01,-110.0,-4.8,1.2,92.6,20.97,21.053437907240305
6242,1996.0,10.0,1.0,5.0,156.1,-3.4,-2.2,73.0,29.6,30.065665192478022
6243,1995.0,9.0,15.0,0.02,-155.0,-6.0,-0.1,84.3,24.95,25.163218518573007
6244,1996.0,9.0,2.0,-1.93,164.4,-5.1,0.4,76.5,28.69,29.54053909782504
6245,1992.0,10.0,16.0,-7.99,-170.0,-0.5,-1.2,80.5,28.23,29.637441156444435
6246,1996.0,11.0,28.0,-0.04,-170.0,-6.3,0.4,76.0,27.2,27.730324028777737
6247,1992.0,2.0,20.0,-5.04,-124.9,-5.9,1.1,77.7,27.6,27.699621851145046
6248,1996.0,9.0,4.0,-8.28,-155.0,-2.8,-4.6,75.9,27.75,28.549046759834184
6249,1995.0,8.0,9.0,5.04,-94.94,0.6,5.3,87.11215235553163,23.95,26.072412933671675
6250,1996.0,3.0,3.0,-1.99,-110.0,-4.1,1.8,82.21689052535476,26.25,26.60324500631131
6251,1987.0,11.0,10.0,-5.04,-109.8,-5.4,5.5,83.84911387488489,24.83,25.140520488392678
6252,1989.0,10.0,17.0,7.0,-147.5,-3.5,5.7,82.9301518659612,26.98,28.103990718079093
6253,1992.0,12.0,11.0,4.99,147.0,-1.2,-2.3,82.90916089631207,26.64,29.001082706701936
6254,1993.0,3.0,23.0,-4.97,-110.0,-0.9,2.7,78.0,27.66,28.368128394784733
6255,1992.0,8.0,5.0,2.03,137.0,0.7,-2.6,84.4,27.2,29.23194709991822
6256,1983.0,11.0,26.0,0.0,-109.2,-1.0,2.3,95.92790268234364,20.06,19.95573258726646
6257,1995.0,1.0,25.0,4.99,-154.9,-5.9,0.9,90.6,26.69,27.765304476310472
6258,1995.0,2.0,4.0,8.02,156.0,-6.6,-1.6,86.0,27.22,28.02213442030513
6259,1989.0,7.0,26.0,5.03,-140.0,-2.3,6.9,85.4569600405473,25.95,27.208531426701587
6260,1995.0,11.0,4.0,8.0,-170.0,-1.0,-1.7,81.8,28.05,29.0556844056492
6261,1989.0,3.0,14.0,7.02,-140.1,-7.2,-2.7,86.35397666893675,26.36,26.582678973799567
6262,1993.0,6.0,15.0,7.99,-125.0,0.1,5.8,89.9,26.16,28.000373766112492
6263,1991.0,8.0,23.0,0.0,165.0,1.6,-1.5,81.9,26.73,29.547734986510385
6264,1991.0,8.0,5.0,-2.03,-155.0,-7.0,0.7,78.9,28.02,28.322475200292164
6265,1990.0,9.0,30.0,2.0,-110.1,-4.8,1.6,89.18282120437243,22.56,23.289385360009902
6266,1995.0,8.0,13.0,-5.0,-180.0,-4.5,-1.1,72.5,28.39,29.15165542768914
6267,1994.0,1.0,16.0,5.03,165.0,-5.4,-5.4,78.5,28.55,29.05875916208765
6268,1994.0,11.0,25.0,2.04,-110.1,-4.3,4.4,82.3,24.31,24.91080912793044
6269,1993.0,9.0,9.0,0.03,-179.9,-4.2,2.2,78.0,29.0,29.770911332139555
6270,1992.0,12.0,18.0,0.01,165.2,-0.1,-3.3,74.6,28.95,30.000422342125812
6271,1994.0,10.0,10.0,5.0,-154.9,-3.1,-0.2,78.02878099458871,28.89,29.666549973596783
6272,1993.0,6.0,12.0,-5.01,-155.0,-6.6,-2.1,77.7,29.23,29.540426559648527
6273,1996.0,3.0,19.0,-8.01,-170.0,-4.0,-3.8,77.5,28.88,29.537700959447417
6274,1992.0,6.0,22.0,8.0,165.0,-5.7,-0.7,86.3,27.75,28.812600207933457
6275,1990.0,1.0,28.0,2.06,-140.1,-6.2,3.3,87.76308690207259,24.81,25.982421540221964
6276,1994.0,12.0,23.0,2.02,156.0,5.0,2.3,88.3,28.48,29.219757340806883
6277,1984.0,6.0,19.0,0.04,-109.9,-3.2,2.9,91.59423667041108,23.14,23.345566540994295
6278,1992.0,9.0,14.0,0.04,170.0,-1.3,0.0,69.5,29.17,30.270325978815613
6279,1996.0,7.0,12.0,8.02,165.0,-0.3821494046797653,-0.1384299205937225,86.8,27.403866402968845,29.065972456307236
6280,1991.0,10.0,17.0,-5.0,156.0,-1.3,3.2,78.21185293517078,28.44,29.454450437636822
6281,1995.0,7.0,20.0,0.01,-155.0,-6.0,-1.5,80.1,26.11,26.569960311880212
6282,1996.0,5.0,30.0,-1.94,164.4,-3.9,-0.2,78.5,28.12,29.287827096349744
6283,1989.0,12.0,12.0,8.0,165.0,-7.8,-2.3,80.65866737241993,28.06,28.639951843910644
6284,1994.0,8.0,5.0,-2.0,-179.9,-2.8,-2.4,69.9,29.48,30.188055638630853
6285,1996.0,2.0,21.0,4.99,-109.94,-4.166828587054894,-0.21254958576099625,82.9,26.19,26.528671994827356
6286,1996.0,7.0,14.0,0.01,156.0,1.1,3.8,78.2,28.1,29.756614914455348
6287,1995.0,11.0,23.0,5.0,-109.9,-4.844573164599922,2.9620501069404384,86.76466401574692,22.72,26.046745248179924
6288,1996.0,10.0,21.0,-2.04,-124.94,-4.7,-2.9,91.8,23.23,23.36072117694198
6289,1996.0,10.0,24.0,2.0,165.0,-3.7,-1.2,77.1,27.44,28.720827457483345
6290,1995.0,3.0,12.0,7.95,-155.0,-6.7,-1.8,86.0,27.8,28.190238146659972
6291,1995.0,1.0,18.0,-2.1,-124.9,-5.8,0.1,85.7,25.23,25.417294312838038
6292,1994.0,3.0,15.0,1.99,137.2,-1.406746037134596,-0.7906628498260204,82.41361651601085,27.864895485085015,28.924616222386383
6293,1995.0,6.0,3.0,-2.16,-170.0,-3.7,-2.1,79.10114748586113,27.94,28.7084238582239
6294,1982.0,5.0,3.0,0.02,-94.75,-2.6,4.1,88.91271818752887,25.52,25.863061203717674
6295,1993.0,5.0,9.0,-0.03,-124.4,-5.4,2.7,84.0,27.5,27.80384450773922
6296,1991.0,12.0,31.0,2.02,-110.06,-5.1,2.0,88.3,25.48,26.183926213184794
6297,1994.0,11.0,1.0,-5.0,-124.9,-3.1,2.4,77.2,25.62,26.719217826774948
6298,1986.0,7.0,22.0,-2.01,165.0,-1.3,3.6,82.52679896436814,28.06,29.22152473261557
6299,1990.0,10.0,19.0,2.02,-140.0,-4.372480008039787,2.131712339442629,84.83927197969138,25.0,25.727835379885434
6300,1996.0,10.0,4.0,2.06,-155.0,-4.9,-0.7,78.3,25.53,26.12892070910733
6301,1992.0,11.0,4.0,7.99,-170.0,-3.8,-0.6,74.6,28.1,29.250318612895192
6302,1985.0,3.0,20.0,-0.03,-140.1,-5.5,-1.5,88.81029957951716,25.08,25.264366402611905
6303,1992.0,12.0,30.0,5.0,-170.0,-6.1,2.8,78.1,27.23,28.251518483615428
6304,1995.0,10.0,8.0,5.27,-124.9,-1.3,2.7,87.1,25.05,26.421226176483245
6305,1993.0,6.0,21.0,2.0,156.0,1.4,-4.2,82.4,28.44,29.317136740776114
6306,1993.0,10.0,7.0,8.04,-110.1,1.2,5.0,91.8,26.11,27.786478403320118
6307,1993.0,11.0,30.0,2.0,-140.0,-5.2,2.2,80.73750539183618,26.36,27.093972207455966
6308,1988.0,4.0,26.0,0.14,-124.4,-4.810254217098731,1.8026119387994584,88.1941528739494,24.45,24.61642521947699
6309,1994.0,11.0,25.0,5.08,-124.94,-4.6,5.4,80.4,26.69,27.604333462069295
6310,1993.0,3.0,11.0,-2.03,-124.9,-6.7,-2.3,83.9,26.97,27.326099119106647
6311,1993.0,10.0,19.0,0.03,-179.9,-4.6,-1.2,72.0,28.45,29.16036057475497
6312,1994.0,1.0,13.0,5.0,-179.9,-7.3,-0.7,83.6,27.1,28.116992189814642
6313,1993.0,8.0,12.0,5.02,-110.0,0.3,3.9,83.7,25.42,27.03406290815685
6314,1994.0,4.0,14.0,-0.03,-170.0,-0.2,0.7,80.8,28.11,28.938255571906165
